house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"2 BHK Flat for Rent in Kempegowda International Airport Road, Bangalore",New International Airport Road,Bangalore,1000.0,2,1,2,Semi-Furnished,30.0,30000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1248.0,2,2,2,Unfurnished,24.0,30000.0
1 BHK House for Rent in Hongasandra Bangalore,Hongasandra,Bangalore,500.0,1,1,0,Unfurnished,11.0,5500.0
"3 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,1518.0,3,3,2,Furnished,26.0,40000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,550.0,1,1,0,Unfurnished,47.0,26000.0
"3 BHK Flat for Rent in Bannerughatta, Bangalore",Bannerghatta,Bangalore,1600.0,3,3,2,Semi-Furnished,44.0,70000.0
2 BHK House for Rent in Whitefield Bangalore,Whitefield,Bangalore,700.0,2,2,0,Furnished,21.0,15000.0
"2 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1230.0,2,2,0,Unfurnished,41.0,50000.0
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bangalore,1900.0,3,3,2,Furnished,39.0,75000.0
1 BHK House for Rent in Chandapura Bangalore,Chandapura,Bangalore,300.0,1,1,0,Unfurnished,18.0,5500.0
"2 BHK Villa for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bangalore,900.0,2,2,0,Semi-Furnished,22.0,20000.0
"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1479.0,3,3,0,Semi-Furnished,34.0,50000.0
"2 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bangalore,1400.0,2,2,3,Semi-Furnished,24.0,33500.0
"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bangalore,1560.0,3,2,0,Semi-Furnished,38.0,60000.0
3 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,3000.0,3,3,0,Furnished,23.0,70000.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,600.0,1,1,0,Semi-Furnished,17.0,10000.0
"1 BHK House for Rent in Veerannapalya, Nagavara Bangalore",Veerannapalya,Bangalore,150.0,1,1,0,Furnished,40.0,6000.0
"4 BHK Flat for Rent in Pai Layout Mahadevapura, Bangalore",Pai Layout Mahadevapura,Bangalore,2700.0,4,4,2,Semi-Furnished,34.0,93000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,600.0,2,2,0,Semi-Furnished,12.0,7000.0
"3 BHK Flat for Rent in Kammanahalli, Bangalore",Kammanahalli,Bangalore,1900.0,3,3,2,Furnished,45.0,85000.0
3 BHK House for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,4100.0,3,4,0,Semi-Furnished,14.0,58000.0
1 BHK House for Rent in Bengaluru Kanakapura Road Bangalore,Bengaluru Kanakapura Road,Bangalore,800.0,1,1,0,Unfurnished,22.0,18000.0
"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1084.0,2,2,3,Semi-Furnished,25.0,27500.0
1 BHK House for Rent in Shanti Nagar Bangalore,Shanti Nagar,Bangalore,400.0,1,1,0,Unfurnished,32.0,13000.0
"3 BHK Flat for Rent in Rayasandra Main Road, Bangalore",Rayasandra Main Road,Bangalore,1300.0,3,3,2,Semi-Furnished,31.0,40000.0
3 BHK Villa for Rent in Kanakapura Road Bangalore,Kanakapura Road,Bangalore,1690.0,3,3,0,Semi-Furnished,24.0,40000.0
5 BHK House for Rent in Nagapura Bangalore,Nagapura,Bangalore,2500.0,5,4,0,Unfurnished,32.0,80000.0
"2 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1050.0,2,2,0,Semi-Furnished,33.0,35000.0
"3 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1740.0,3,3,0,Semi-Furnished,32.0,55000.0
1 BHK House for Rent in Mico Layout Hongasandra Bangalore,Mico Layout,Bangalore,400.0,1,1,0,Unfurnished,45.0,18000.0
"4 BHK Flat for Rent in Kempapura, Bangalore",Kempapura,Bangalore,4500.0,4,4,3,Semi-Furnished,78.0,350000.0
"1 BHK Flat for Rent in Horamavu, Bangalore",Horamavu,Bangalore,992.0,1,1,0,Furnished,20.0,20000.0
2 BHK House for Rent in Phase 5 JP Nagar Bangalore,Phase 5 JP Nagar,Bangalore,1400.0,2,3,2,Semi-Furnished,21.0,30000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,1045.0,2,2,0,Unfurnished,35.0,37000.0
3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bangalore,1550.0,3,3,0,Unfurnished,22.0,34000.0
"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,2000.0,3,3,0,Furnished,40.0,80000.0
"1 BHK Flat for Rent in 2nd Block Rajajinagar, Bangalore",Rajaji Nagar Block 2,Bangalore,650.0,1,1,0,Semi-Furnished,23.0,15000.0
"3 BHK Flat for Rent in Sri Balaji Layout, Bangalore",Sri Balaji Layout,Bangalore,1432.0,3,2,2,Semi-Furnished,21.0,30000.0
"2 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1218.0,2,2,2,Semi-Furnished,39.0,48000.0
"2 BHK Flat for Rent in Balagere, Bangalore",Balagere,Bangalore,850.0,2,2,0,Semi-Furnished,47.0,40000.0
"3 BHK Flat for Rent in Dollars Colony Stage 2nd RMV, Bangalore",Dollars Colony,Bangalore,1300.0,3,3,2,Semi-Furnished,115.0,150000.0
"2 BHK Flat for Rent in Judicial Layout, Yelahanka, Bangalore",Judicial Layout,Bangalore,720.0,2,2,0,Semi-Furnished,42.0,30000.0
"2 BHK Flat for Rent in Gunjur, Bangalore",Gunjur,Bangalore,1255.0,2,2,0,Semi-Furnished,30.0,38000.0
"2 BHK Flat for Rent in Cox Town, Bangalore",Cox Town,Bangalore,1035.0,2,2,0,Semi-Furnished,41.0,42000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1839.0,3,3,2,Unfurnished,38.0,70000.0
"2 BHK Flat for Rent in Singasandra, Hosur Road, Bangalore",Singasandra,Bangalore,1000.0,2,2,2,Semi-Furnished,20.0,20000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,680.0,1,1,0,Furnished,88.0,60000.0
"1 BHK Flat for Rent in Singapura, Bangalore",Singapura,Bangalore,600.0,1,2,0,Unfurnished,12.0,7000.0
"3 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore",Prithvi layout,Bangalore,1830.0,3,3,2,Semi-Furnished,31.0,56000.0
2 BHK House for Rent in Electronic City Bangalore,Electronic City,Bangalore,700.0,2,2,0,Furnished,17.0,12000.0
"1 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,480.0,1,1,0,Furnished,52.0,25000.0
3 BHK Villa for Rent in Attibele Anekal Road Bangalore,Attibele Anekal Road,Bangalore,1200.0,3,3,0,Semi-Furnished,21.0,25000.0
"1 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,453.0,1,1,0,Semi-Furnished,55.0,25000.0
"3 BHK Flat for Rent in Stage 1 Indiranagar, Bangalore",Indira nagar Stage 1,Bangalore,2000.0,3,3,3,Semi-Furnished,58.0,120000.0
"4 BHK Flat for Rent in Itpl, Whitefield, Bangalore",ITPL,Bangalore,2525.0,4,5,2,Semi-Furnished,44.0,110000.0
"3 BHK Flat for Rent in Phase 1st JP Nagar, Bangalore",Phase 1st JP Nagar,Bangalore,2124.0,3,3,0,Semi-Furnished,38.0,80000.0
3 BHK House for Rent in Kodathi Bangalore,Kodathi,Bangalore,1200.0,3,2,0,Semi-Furnished,19.0,23000.0
"3 BHK Flat for Rent in Uttarahalli Hobli, Bangalore",Uttarahalli,Bangalore,1285.0,3,3,2,Semi-Furnished,29.0,37500.0
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bangalore,1080.0,2,2,0,Semi-Furnished,23.0,25000.0
"1 BHK House for Rent in Kamakshipalya, Outer Ring Road Bangalore",Kamakshipalya,Bangalore,600.0,1,1,0,Unfurnished,14.0,8500.0
"1 BHK Flat for Rent in Mullur, Bangalore",Mullur,Bangalore,550.0,1,1,0,Semi-Furnished,24.0,13000.0
"2 BHK Flat for Rent in Ecc Road, Whitefield, Bangalore",ECC Road,Bangalore,1170.0,2,2,2,Semi-Furnished,25.0,29000.0
"2 BHK Flat for Rent in Hebbal Kempapura, Bangalore",Hebbal Kempapura,Bangalore,1200.0,2,2,0,Semi-Furnished,23.0,28000.0
"3 BHK Flat for Rent in RMV Extension Stage 2nd RMV, Bangalore",RMV Extension,Bangalore,1600.0,3,3,2,Semi-Furnished,34.0,55000.0
2 BHK House for Rent in Koppa Bangalore,Koppa,Bangalore,1200.0,2,2,0,Semi-Furnished,8.0,10000.0
3 BHK House for Rent in Binnamangala Stage 1 Indiranagar Bangalore,Binnamangala Stage 1 Indiranagar,Bangalore,2400.0,3,3,0,Semi-Furnished,35.0,85000.0
"3 BHK Flat for Rent in Yelahanka New Town, Bangalore",Yelahanka New Town,Bangalore,1300.0,3,3,0,Semi-Furnished,31.0,40000.0
4 BHK House for Rent in Sadashiva Nagar Bangalore,Sadashiva Nagar,Bangalore,2200.0,4,4,3,Semi-Furnished,57.0,130000.0
"4 BHK Flat for Rent in Vasanth Nagar, Bangalore",Vasanth Nagar,Bangalore,2750.0,4,5,3,Furnished,91.0,250000.0
2 BHK House for Rent in Bilekahalli Bangalore,Bilekahalli,Bangalore,1200.0,2,2,3,Semi-Furnished,167.0,200000.0
"3 BHK Flat for Rent in Channasandra, Bangalore",Channasandra,Bangalore,1704.0,3,3,0,Semi-Furnished,47.0,80000.0
"2 BHK House for Rent in Rachenahalli, Thanisandra Bangalore",Rachenahalli,Bangalore,1200.0,2,2,0,Semi-Furnished,22.0,27000.0
"2 BHK Flat for Rent in Maruthi Nagar Attiguppe, Bangalore",Maruthi Nagar Attiguppe,Bangalore,800.0,2,2,0,Semi-Furnished,30.0,24000.0
"2 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bangalore,1300.0,2,2,0,Unfurnished,27.0,35000.0
2 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,1200.0,2,2,0,Semi-Furnished,29.0,35000.0
"3 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",Hoodi,Bangalore,1802.0,3,3,3,Semi-Furnished,25.0,45000.0
"2 BHK Flat for Rent in HAL Old Airport Road, Bangalore",HAL Old Airport Road,Bangalore,1431.0,2,2,0,Unfurnished,70.0,100000.0
5 BHK House for Rent in Sunkadakatte Bangalore,Sunkadakatte,Bangalore,4500.0,5,4,0,Semi-Furnished,14.0,65000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1750.0,3,3,2,Furnished,43.0,75000.0
"3 BHK Flat for Rent in Mysore Road, Bangalore",Mysore Road,Bangalore,900.0,3,2,0,Unfurnished,17.0,15000.0
"3 BHK Flat for Rent in Talacauvery Layout Byatarayanapura, Bangalore",Talacauvery Layout,Bangalore,1100.0,3,2,0,Semi-Furnished,27.0,30000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1470.0,3,3,2,Semi-Furnished,37.0,55000.0
"3 BHK Flat for Rent in Lakshmipura, Bangalore",Lakshmipura,Bangalore,1700.0,3,3,2,Semi-Furnished,15.0,26000.0
2 BHK House for Rent in Hulimavu Bangalore,Hulimavu,Bangalore,1150.0,2,2,2,Semi-Furnished,15.0,17000.0
2 BHK House for Rent in Siddapura Whitefield Bangalore,Siddapur,Bangalore,750.0,2,1,0,Unfurnished,19.0,14500.0
"2 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1359.0,2,2,2,Furnished,32.0,43000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1655.0,3,3,2,Semi-Furnished,30.0,50000.0
1 BHK House for Rent in Basavanagudi Bangalore,Basavanagudi,Bangalore,700.0,1,1,0,Semi-Furnished,16.0,11000.0
2 BHK House for Rent in Vibhutipura Bangalore,Vibhutipura,Bangalore,1000.0,2,2,0,Semi-Furnished,8.0,8000.0
1 BHK House for Rent in Bidare Agraha Bangalore,Bidare Agrahara,Bangalore,500.0,1,1,0,Semi-Furnished,15.0,7500.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,2600.0,4,4,4,Semi-Furnished,33.0,85000.0
2 BHK House for Rent in Kalyan Nagar Bangalore,Kalyan Nagar,Bangalore,1220.0,2,2,0,Furnished,18.0,22000.0
3 BHK House for Rent in Abbaiah Reddy Layout Bangalore,Abbaiah Reddy Layout,Bangalore,1400.0,3,2,0,Semi-Furnished,18.0,25000.0
"2 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1380.0,2,2,2,Unfurnished,22.0,30000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,2119.0,3,3,0,Semi-Furnished,35.0,75000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1346.0,2,2,2,Furnished,41.0,55000.0
"3 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2900.0,3,4,0,Semi-Furnished,121.0,350000.0
4 BHK House for Rent in Block 3rd Koramangala Bangalore,Block 3rd Koramangala,Bangalore,4800.0,4,4,4,Semi-Furnished,63.0,300000.0
4 BHK House for Rent in Rajajinagar Bangalore,Rajaji Nagar,Bangalore,2000.0,4,4,0,Furnished,48.0,95000.0
"1 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bangalore,500.0,1,1,0,Semi-Furnished,25.0,12500.0
"1 BHK House for Rent in Mangammanapalya, Hosur Road Bangalore",Mangammanapalya,Bangalore,500.0,1,1,0,Semi-Furnished,20.0,10000.0
"3 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,2064.0,3,3,2,Semi-Furnished,28.0,57999.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,2480.0,3,3,2,Furnished,28.0,70000.0
"1 BHK Flat for Rent in Stage 2nd Banashankari, Bangalore",Banashankari Stage 2,Bangalore,300.0,1,1,0,Semi-Furnished,35.0,10500.0
"1 BHK Flat for Rent in Munnekollal, Bangalore",Munnekollal,Bangalore,400.0,1,1,0,Semi-Furnished,29.0,11500.0
2 BHK House for Rent in Ejipura Bangalore,Ejipura,Bangalore,950.0,2,2,0,Unfurnished,29.0,28000.0
"3 BHK Flat for Rent in Kanakapura, Bangalore",Kanakapura,Bangalore,1900.0,3,3,3,Semi-Furnished,26.0,50000.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1350.0,3,3,4,Semi-Furnished,58.0,78000.0
"2 BHK Flat for Rent in Sampigehalli, Sampigehalli, Bangalore",Sampigehalli,Bangalore,1722.0,2,2,0,Semi-Furnished,21.0,37000.0
"2 BHK Flat for Rent in Seegehalli Krishnarajapura, Bangalore",Seegehalli KR Puram,Bangalore,1120.0,2,2,2,Semi-Furnished,13.0,14000.0
2 BHK House for Rent in Annapurneshwari Nagar Bangalore,Annapurneshwari Nagar,Bangalore,700.0,2,2,0,Unfurnished,17.0,12000.0
"5 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,4550.0,5,6,0,Furnished,29.0,130000.0
"2 BHK Flat for Rent in Bidare Agraha, Bangalore",Bidare Agrahara,Bangalore,750.0,2,2,0,Furnished,27.0,20000.0
"4 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,3000.0,4,3,2,Semi-Furnished,28.0,85000.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1717.0,3,3,3,Semi-Furnished,35.0,60000.0
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bangalore,500.0,1,1,0,Semi-Furnished,20.0,10000.0
"1 BHK Flat for Rent in Teachers Colony -Hsr Layout, HSR Layout, Bangalore",Teachers Colony -HSR Layout,Bangalore,250.0,1,1,0,Furnished,40.0,10000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1730.0,3,3,2,Semi-Furnished,32.0,55000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1980.0,3,3,3,Unfurnished,35.0,69000.0
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bangalore,980.0,2,2,0,Furnished,22.0,22000.0
"1 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",BTM Layout Stage 1,Bangalore,650.0,1,1,0,Semi-Furnished,28.0,18000.0
"3 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,1275.0,3,2,0,Semi-Furnished,27.0,35000.0
8 BHK Villa for Rent in Sadahalli Main Road Bangalore,Sadahalli Main Road,Bangalore,5000.0,8,8,3,Furnished,85.0,430000.0
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bangalore,1221.0,2,2,0,Furnished,29.0,36000.0
"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1700.0,3,3,2,Semi-Furnished,38.0,65000.0
"2 BHK Flat for Rent in Domlur, Domlur, Bangalore",Domlur,Bangalore,1525.0,2,2,2,Semi-Furnished,34.0,52000.0
1 BHK House for Rent in Ramaswamipalya Lingarajapuram Bangalore,RS Palya,Bangalore,600.0,1,1,0,Semi-Furnished,13.0,8000.0
"2 BHK House for Rent in Chamundeshwari Layout, Arakere Bangalore",Chamundeshwari Layout,Bangalore,950.0,2,2,0,Semi-Furnished,158.0,150000.0
4 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bangalore,3500.0,4,4,3,Unfurnished,46.0,160000.0
4 BHK House for Rent in Block 7th Jayanagar Bangalore,Block 7th Jayanagar,Bangalore,3800.0,4,3,3,Furnished,46.0,180000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1885.0,3,3,3,Semi-Furnished,35.0,66500.0
"2 BHK Flat for Rent in Block 5th Jayanagar, Bangalore",Block 5th Jayanagar,Bangalore,1200.0,2,2,0,Semi-Furnished,50.0,60000.0
1 BHK House for Rent in Bapuji Nagar Bangalore,Bapuji Nagar,Bangalore,500.0,1,1,0,Unfurnished,15.0,7500.0
"1 BHK Flat for Rent in Begur, Bangalore",Begur,Bangalore,450.0,1,1,0,Semi-Furnished,22.0,10000.0
3 BHK House for Rent in Abbigere Bangalore,Abbigere,Bangalore,1100.0,3,4,2,Furnished,18.0,20000.0
"2 BHK Flat for Rent in Yelahanka Airforce Base, Bangalore",Yelahanka Air Force base,Bangalore,1375.0,2,2,2,Furnished,36.0,50000.0
3 BHK House for Rent in Ganganagar Bangalore,Ganganagar,Bangalore,1000.0,3,3,0,Semi-Furnished,15.0,15000.0
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bangalore,1360.0,3,2,0,Semi-Furnished,33.0,45000.0
"2 BHK Flat for Rent in Ecc Road, Whitefield, Bangalore",ECC Road,Bangalore,1047.0,2,2,0,Semi-Furnished,43.0,45000.0
"4 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,2600.0,4,4,0,Furnished,54.0,140000.0
"2 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1060.0,2,2,0,Semi-Furnished,26.0,28000.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,2380.0,3,4,3,Semi-Furnished,33.0,78000.0
4 BHK Villa for Rent in Sompura Bangalore,Sompura,Bangalore,1820.0,4,4,2,Semi-Furnished,74.0,140000.0
"2 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1025.0,2,2,0,Semi-Furnished,37.0,38000.0
1 BHK House for Rent in Murgesh Pallya Bangalore,Murugeshpalya,Bangalore,600.0,1,1,0,Unfurnished,37.0,22000.0
"1 BHK Flat for Rent in Spencer Road, Bangalore",Spencer Road,Bangalore,800.0,1,1,0,Semi-Furnished,20.0,16000.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bangalore,1000.0,2,2,0,Semi-Furnished,14.0,14000.0
"4 BHK Flat for Rent in Singasandra, Hosur Road, Bangalore",Singasandra,Bangalore,3500.0,4,4,4,Furnished,17.0,58000.0
"2 BHK Flat for Rent in Babusabpalya, Bangalore",Babusahib Palya,Bangalore,1040.0,2,2,2,Semi-Furnished,37.0,38000.0
2 BHK House for Rent in Doddakannelli Bangalore,Doddakannelli,Bangalore,600.0,2,2,0,Semi-Furnished,47.0,28000.0
"2 BHK House for Rent in Udaya Nagar, Mahadevapura Bangalore",Udaya nagar,Bangalore,1100.0,2,2,0,Semi-Furnished,20.0,22000.0
"2 BHK Flat for Rent in Jigani, Bangalore",Jigani,Bangalore,1024.0,2,2,0,Semi-Furnished,16.0,16500.0
"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1050.0,2,2,2,Unfurnished,33.0,35000.0
"1 BHK House for Rent in Ramagondanahalli-Whitefield, Whitefield Bangalore",Ramagondanahalli-Whitefield,Bangalore,420.0,1,1,0,Unfurnished,62.0,26000.0
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,755.0,2,2,0,Semi-Furnished,13.0,10000.0
1 BHK House for Rent in Nagondanahalli Bangalore,Nagondanahalli,Bangalore,550.0,1,1,0,Furnished,27.0,15000.0
"3 BHK Flat for Rent in Ambalipura Sarjapur Road, Bangalore",Ambalipura Sarjapur Road,Bangalore,1600.0,3,3,0,Semi-Furnished,41.0,65000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1000.0,2,2,2,Semi-Furnished,42.0,42000.0
4 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,4000.0,4,5,3,Furnished,23.0,90000.0
1 BHK House for Rent in Tumkur Road Bangalore,Tumkur Road,Bangalore,500.0,1,1,0,Unfurnished,11.0,5500.0
"2 BHK Flat for Rent in Devarabisanahalli, Bangalore",Devarabisanahalli,Bangalore,1200.0,2,2,0,Furnished,41.0,49000.0
2 BHK House for Rent in Bannerghatta Main Road Bangalore,Bannerghatta Road,Bangalore,1200.0,2,2,0,Semi-Furnished,13.0,16000.0
"2 BHK Flat for Rent in Phase 2nd JP Nagar, Bangalore",Phase 2nd JP Nagar,Bangalore,1000.0,2,2,0,Semi-Furnished,32.0,32000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1600.0,3,3,3,Semi-Furnished,40.0,64000.0
"2 BHK Flat for Rent in Kaggadasapura, Indira nagar, Bangalore",Kaggadasapura,Bangalore,900.0,2,2,3,Semi-Furnished,33.0,30000.0
"2 BHK Flat for Rent in Abbigere, Bangalore",Abbigere,Bangalore,1268.0,2,2,0,Furnished,28.0,35000.0
1 BHK House for Rent in Shanti Nagar Bangalore,Shanti Nagar,Bangalore,300.0,1,1,0,Unfurnished,40.0,12000.0
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,840.0,2,2,2,Semi-Furnished,36.0,30000.0
"2 BHK Flat for Rent in Doddanekundi, Kartik Nagar, Bangalore",Doddanekundi,Bangalore,1210.0,2,2,0,Semi-Furnished,24.0,29000.0
"3 BHK Flat for Rent in Basavanagar Main Road, Bangalore",Basavanagar Main Road,Bangalore,1770.0,3,3,2,Semi-Furnished,23.0,40000.0
"2 BHK House for Rent in Mallathahalli, Outer Ring Road Bangalore",Mallathahalli,Bangalore,800.0,2,2,0,Semi-Furnished,24.0,19500.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,639.0,1,1,0,Furnished,78.0,50000.0
"3 BHK Flat for Rent in Hunasamaranahalli, Bangalore-Hyderabad Hwy, Bangalore",Hunasamaranahalli,Bangalore,1559.0,3,2,0,Semi-Furnished,23.0,36000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,950.0,2,2,0,Semi-Furnished,19.0,18000.0
4 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bangalore,2957.0,4,4,2,Unfurnished,34.0,100000.0
"4 BHK Villa for Rent in Itpl, Whitefield Bangalore",ITPL,Bangalore,3500.0,4,4,2,Furnished,40.0,140000.0
2 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bangalore,900.0,2,2,0,Semi-Furnished,31.0,28000.0
"1 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,950.0,1,2,0,Unfurnished,84.0,80000.0
"2 BHK Flat for Rent in Murgesh Pallya, Bangalore",Murugeshpalya,Bangalore,1170.0,2,2,2,Unfurnished,28.0,33000.0
4 BHK House for Rent in Stage 2 RMV Bangalore,RMV Extension Stage 2,Bangalore,2900.0,4,3,2,Furnished,78.0,230000.0
2 BHK House for Rent in Medahalli Bangalore,MedaHalli,Bangalore,750.0,2,1,0,Unfurnished,17.0,13000.0
"2 BHK Flat for Rent in Bilekahalli, Bangalore",Bilekahalli,Bangalore,1160.0,2,2,3,Semi-Furnished,22.0,26000.0
"2 BHK Flat for Rent in Hbr Layout, Bangalore",HBR Layout,Bangalore,1100.0,2,2,0,Unfurnished,35.0,38000.0
2 BHK House for Rent in Phase 7 JP Nagar Bangalore,Phase 7 JP Nagar,Bangalore,1050.0,2,2,2,Semi-Furnished,17.0,18000.0
2 BHK House for Rent in Bhoganhalli Bangalore,Bhoganhalli,Bangalore,1400.0,2,3,0,Semi-Furnished,18.0,25000.0
"2 BHK Flat for Rent in Vidyaranyapura, Bangalore",Vidyaranyapura,Bangalore,1000.0,2,2,0,Semi-Furnished,22.0,22000.0
1 BHK House for Rent in Basavanagara Bangalore,Basavanagara,Bangalore,650.0,1,1,0,Unfurnished,20.0,13000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1645.0,3,3,2,Semi-Furnished,33.0,55000.0
"2 BHK Flat for Rent in Aavalahalli, Bangalore",Avalahalli,Bangalore,1200.0,2,2,0,Semi-Furnished,8.0,10000.0
2 BHK House for Rent in Soladevanahalli Bangalore,Soladevanahalli,Bangalore,800.0,2,1,0,Semi-Furnished,9.0,7000.0
"3 BHK Flat for Rent in Rajajinagar, Bangalore",Rajaji Nagar,Bangalore,2400.0,3,4,3,Unfurnished,83.0,200000.0
2 BHK House for Rent in Phase 7 JP Nagar Bangalore,Phase 7 JP Nagar,Bangalore,1000.0,2,2,0,Semi-Furnished,17.0,16500.0
"3 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bangalore,1836.0,3,3,2,Semi-Furnished,48.0,88000.0
1 BHK House for Rent in Kothnur Bangalore,Kothnur,Bangalore,450.0,1,1,0,Unfurnished,18.0,8000.0
3 BHK House for Rent in Indiranagar Bangalore,Indira Nagar,Bangalore,2200.0,3,3,2,Semi-Furnished,39.0,85000.0
"2 BHK Flat for Rent in Jayanagar, Bangalore",Jayanagar,Bangalore,1400.0,2,2,2,Unfurnished,34.0,47000.0
